Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commission (in value),Gender,Age
Airlines,Online,24 Protect,No,28.0,PHILIPPINES,23.47,8.21,M,48.0
Airlines,Online,Bronze Plan,No,7.0,SINGAPORE,30.55,7.64,F,34.0
Airlines,Online,24 Protect,No,5.0,PHILIPPINES,24.79,8.68,M,48.0
Airlines,Online,Bronze Plan,No,36.0,SINGAPORE,38.35,9.59,M,33.0
Airlines,Online,Basic Plan,No,21.0,CHINA,40.0,14.0,M,44.0
Airlines,Online,Annual Silver Plan,Yes,419.0,SINGAPORE,252.85,63.21,F,44.0
Airlines,Online,Basic Plan,No,86.0,SRI LANKA,26.0,9.1,M,49.0
Travel Agency,Offline,Comprehensive Plan,No,31.0,THAILAND,29.0,9.57,F,53.0
Airlines,Online,Basic Plan,No,6.0,HONG KONG,22.0,7.7,M,49.0
Airlines,Online,Silver Plan,No,18.0,SINGAPORE,31.85,7.96,F,25.0
Airlines,Online,Basic Plan,No,25.0,PHILIPPINES,42.0,14.7,F,42.0
Airlines,Online,24 Protect,No,3.0,PHILIPPINES,7.19,2.52,M,48.0
Airlines,Online,Value Plan,No,9.0,HONG KONG,36.0,12.6,M,36.0
Airlines,Online,Basic Plan,No,9.0,VIET NAM,22.0,7.7,F,50.0
Airlines,Online,Basic Plan,No,26.0,JAPAN,26.0,9.1,F,37.0
Airlines,Online,Annual Silver Plan,No,364.0,SINGAPORE,252.85,63.21,F,36.0
Airlines,Online,Basic Plan,No,24.0,THAILAND,37.0,12.95,M,36.0
Airlines,Online,Basic Plan,No,32.0,HONG KONG,26.0,9.1,M,30.0
Airlines,Online,Basic Plan,No,10.0,HONG KONG,35.0,12.25,M,54.0
Airlines,Online,Value Plan,No,17.0,CHINA,36.0,12.6,M,46.0
Airlines,Online,24 Protect,No,11.0,PHILIPPINES,5.76,2.02,M,48.0
Travel Agency,Online,Premier Plan,No,35.0,GERMANY,86.0,32.68,M,48.0
Airlines,Online,Basic Plan,No,115.0,INDONESIA,37.0,12.95,F,38.0
Airlines,Online,Value Plan,No,12.0,"KOREA, REPUBLIC OF",58.0,20.3,M,43.0
Airlines,Online,Value Plan,No,6.0,INDIA,31.0,12.4,F,118.0
Airlines,Online,Basic Plan,No,9.0,THAILAND,22.0,7.7,M,21.0
Airlines,Online,Silver Plan,No,28.0,SINGAPORE,50.4,12.6,F,42.0
Airlines,Online,Basic Plan,No,5.0,INDONESIA,18.0,6.3,F,29.0
Airlines,Online,24 Protect,No,6.0,PHILIPPINES,5.73,2.01,M,48.0
Airlines,Online,Basic Plan,No,10.0,CHINA,26.0,9.1,M,62.0
Airlines,Online,Value Plan,No,17.0,BRUNEI DARUSSALAM,31.0,12.4,M,32.0
Travel Agency,Online,Value Plan,No,29.0,NETHERLANDS,58.0,22.04,F,48.0
Airlines,Online,Basic Plan,No,24.0,THAILAND,18.0,6.3,M,51.0
Airlines,Online,Basic Plan,No,13.0,LAO PEOPLE'S DEMOCRATIC REPUBLIC,22.0,7.7,F,35.0
Airlines,Online,24 Protect,No,5.0,PHILIPPINES,2.85,1.0,M,48.0
Airlines,Online,Silver Plan,No,68.0,SINGAPORE,24.05,6.01,M,47.0
Airlines,Online,Value Plan,No,6.0,UNITED KINGDOM,67.0,23.45,F,61.0
Airlines,Online,Basic Plan,No,10.0,THAILAND,18.0,6.3,F,51.0
Airlines,Online,Basic Plan,No,29.0,MALAYSIA,22.0,7.7,M,40.0
Airlines,Online,Value Plan,No,104.0,UNITED STATES,138.0,48.3,M,50.0
Airlines,Online,Silver Plan,No,16.0,SINGAPORE,95.25,23.81,M,35.0
Airlines,Online,Value Plan,No,35.0,INDIA,39.0,15.6,F,118.0
Airlines,Online,Annual Gold Plan,No,366.0,SINGAPORE,329.45,82.36,F,54.0
Airlines,Online,Bronze Plan,No,16.0,SINGAPORE,38.35,9.59,F,29.0
Airlines,Online,Value Plan,No,5.0,UNITED STATES,55.0,19.25,M,37.0
Airlines,Online,Basic Plan,No,19.0,CHINA,26.0,9.1,F,38.0
Airlines,Online,Basic Plan,No,32.0,HONG KONG,35.0,12.25,F,50.0
Airlines,Online,Silver Plan,No,118.0,SINGAPORE,37.5,9.38,F,34.0
Airlines,Online,Value Plan,No,19.0,THAILAND,39.0,13.65,M,51.0
Airlines,Online,Basic Plan,No,4.0,INDONESIA,18.0,6.3,F,28.0
Airlines,Online,Basic Plan,No,56.0,THAILAND,22.0,7.7,F,37.0
Airlines,Online,Value Plan,No,58.0,INDIA,31.0,12.4,M,118.0
Airlines,Online,Basic Plan,No,17.0,GUINEA,61.0,21.35,F,47.0
Airlines,Online,Basic Plan,No,53.0,HONG KONG,26.0,9.1,M,54.0
Airlines,Online,24 Protect,No,8.0,UNITED ARAB EMIRATES,25.44,8.9,M,48.0
Airlines,Online,Bronze Plan,No,53.0,SINGAPORE,13.5,3.38,M,36.0
Airlines,Online,Basic Plan,No,18.0,INDONESIA,18.0,6.3,F,25.0
Airlines,Online,Basic Plan,No,13.0,HONG KONG,22.0,7.7,F,51.0
Airlines,Online,Silver Plan,No,3.0,SINGAPORE,19.5,4.88,M,28.0
Airlines,Online,Basic Plan,No,31.0,VIET NAM,22.0,7.7,M,53.0
Travel Agency,Online,Premier Plan,No,53.0,NORWAY,-130.0,49.4,F,48.0
Travel Agency,Online,Value Plan,No,10.0,NETHERLANDS,42.0,15.96,M,48.0
Airlines,Online,Basic Plan,No,8.0,"TAIWAN, PROVINCE OF CHINA",22.0,7.7,M,39.0
Airlines,Online,Basic Plan,No,18.0,THAILAND,30.0,10.5,M,29.0
Airlines,Online,24 Protect,No,53.0,MALAYSIA,10.7,3.74,M,48.0
Airlines,Online,Basic Plan,No,10.0,THAILAND,18.0,6.3,F,43.0
Airlines,Online,Basic Plan,No,91.0,CHINA,35.0,12.25,M,59.0
Travel Agency,Offline,Premier Plan,No,65.0,THAILAND,58.0,19.14,M,72.0
Airlines,Online,Basic Plan,No,15.0,INDIA,22.0,7.7,F,34.0
Airlines,Online,Basic Plan,No,3.0,THAILAND,18.0,6.3,M,56.0
Airlines,Online,Basic Plan,No,17.0,THAILAND,22.0,7.7,M,85.0
Airlines,Online,Value Plan,No,45.0,BRUNEI DARUSSALAM,42.0,16.8,M,52.0
Airlines,Online,Silver Plan,No,16.0,SINGAPORE,109.0,27.25,M,34.0
Airlines,Online,Annual Silver Plan,No,369.0,SINGAPORE,252.85,63.21,M,33.0
Airlines,Online,Silver Plan,No,76.0,SINGAPORE,102.05,25.51,F,31.0
Airlines,Online,Basic Plan,No,19.0,GUINEA,61.0,21.35,F,48.0
Airlines,Online,Silver Plan,No,8.0,SINGAPORE,62.25,15.56,M,39.0
Airlines,Online,Basic Plan,No,22.0,THAILAND,22.0,7.7,M,56.0
Airlines,Online,Bronze Plan,No,3.0,SINGAPORE,14.95,3.74,F,25.0
Airlines,Online,Bronze Plan,No,11.0,SINGAPORE,23.4,5.85,M,58.0
Airlines,Online,Basic Plan,No,76.0,THAILAND,22.0,7.7,F,40.0
Airlines,Online,Annual Silver Plan,No,385.0,SINGAPORE,187.85,46.96,F,33.0
Airlines,Online,Basic Plan,No,5.0,MACAO,22.0,7.7,M,59.0
Airlines,Online,Value Plan,No,4.0,BRUNEI DARUSSALAM,15.0,6.0,M,31.0
Airlines,Online,Bronze Plan,No,15.0,SINGAPORE,18.0,4.5,M,33.0
Airlines,Online,Bronze Plan,No,25.0,SINGAPORE,57.85,14.46,F,33.0
Airlines,Online,Basic Plan,No,133.0,THAILAND,22.0,7.7,F,30.0
Airlines,Online,Basic Plan,No,3.0,MALAYSIA,0.0,6.3,M,59.0
Airlines,Online,Value Plan,No,12.0,BRUNEI DARUSSALAM,15.0,6.0,F,52.0
Airlines,Online,Annual Silver Plan,No,397.0,SINGAPORE,252.85,63.21,F,24.0
Airlines,Online,Basic Plan,No,29.0,CHINA,26.0,9.1,M,38.0
Airlines,Online,Basic Plan,No,11.0,MALAYSIA,18.0,6.3,M,72.0
Airlines,Online,Basic Plan,No,9.0,AUSTRALIA,26.0,9.1,F,56.0
Airlines,Online,Annual Gold Plan,No,376.0,SINGAPORE,389.35,97.34,F,32.0
Airlines,Online,Value Plan,No,9.0,MALAYSIA,29.0,10.15,M,118.0
Airlines,Online,Silver Plan,No,5.0,SINGAPORE,24.5,6.13,M,48.0
Airlines,Online,Silver Plan,No,7.0,SINGAPORE,32.5,8.13,F,39.0
Airlines,Online,Value Plan,No,23.0,JAPAN,-69.0,24.15,F,26.0
Airlines,Online,Basic Plan,No,38.0,PHILIPPINES,30.0,10.5,M,44.0
Airlines,Online,Annual Silver Plan,Yes,365.0,SINGAPORE,252.85,63.21,F,47.0
Airlines,Online,Bronze Plan,No,12.0,SINGAPORE,-29.9,7.47,F,29.0
Airlines,Online,Basic Plan,No,319.0,HONG KONG,44.0,15.4,F,50.0
Airlines,Online,Bronze Plan,No,37.0,SINGAPORE,27.0,6.75,F,21.0
Airlines,Online,Basic Plan,No,4.0,PHILIPPINES,18.0,6.3,F,36.0
Airlines,Online,Bronze Plan,No,4.0,SINGAPORE,14.95,3.74,F,43.0
Airlines,Online,Silver Plan,No,8.0,SINGAPORE,49.8,12.45,M,28.0
Airlines,Online,Basic Plan,No,12.0,MALAYSIA,0.0,7.7,F,72.0
Airlines,Online,Basic Plan,No,118.0,THAILAND,22.0,7.7,F,34.0
Airlines,Online,Basic Plan,No,84.0,JORDAN,49.0,17.15,F,60.0
Airlines,Online,Basic Plan,No,6.0,CHINA,22.0,7.7,M,70.0
Airlines,Online,Basic Plan,No,9.0,MALAYSIA,18.0,6.3,F,45.0
Airlines,Online,Annual Silver Plan,No,370.0,SINGAPORE,252.85,63.21,M,40.0
Airlines,Online,Basic Plan,No,50.0,THAILAND,22.0,7.7,M,63.0
Airlines,Online,24 Protect,No,8.0,SINGAPORE,35.0,12.25,M,48.0
Airlines,Online,Basic Plan,No,156.0,INDONESIA,0.0,6.3,M,23.0
Airlines,Online,Basic Plan,No,18.0,HONG KONG,26.0,9.1,F,51.0
Airlines,Online,Annual Gold Plan,No,373.0,SINGAPORE,278.85,69.71,M,57.0
Airlines,Online,Basic Plan,No,46.0,VIET NAM,22.0,7.7,M,31.0
Airlines,Online,Basic Plan,No,18.0,"KOREA, REPUBLIC OF",35.0,12.25,F,46.0
Airlines,Online,Bronze Plan,No,8.0,SINGAPORE,47.0,11.75,M,27.0
Airlines,Online,Value Plan,No,73.0,UNITED STATES,96.0,33.6,M,36.0
Airlines,Online,Basic Plan,No,16.0,CHINA,26.0,9.1,F,34.0
Airlines,Online,Basic Plan,No,108.0,PHILIPPINES,22.0,7.7,F,33.0
Airlines,Online,Value Plan,No,252.0,AUSTRALIA,83.0,29.05,F,62.0
Airlines,Online,Value Plan,No,3.0,BRUNEI DARUSSALAM,15.0,6.0,M,32.0
Airlines,Online,Silver Plan,No,9.0,SINGAPORE,24.05,6.01,F,66.0
Airlines,Online,Basic Plan,No,52.0,INDONESIA,22.0,7.7,F,49.0
Airlines,Online,Basic Plan,No,13.0,HONG KONG,26.0,9.1,M,42.0
Airlines,Online,Basic Plan,No,2.0,HONG KONG,22.0,7.7,F,45.0
Travel Agency,Offline,Comprehensive Plan,No,71.0,THAILAND,29.0,9.57,F,118.0
Travel Agency,Offline,Comprehensive Plan,No,229.0,MALAYSIA,29.0,9.57,F,64.0
Airlines,Online,Basic Plan,No,11.0,AUSTRALIA,26.0,9.1,F,41.0
Airlines,Online,Silver Plan,No,10.0,SINGAPORE,25.0,6.25,M,24.0
Airlines,Online,Basic Plan,No,132.0,AUSTRALIA,40.0,14.0,M,39.0
Airlines,Online,Basic Plan,No,117.0,INDONESIA,58.0,20.3,F,33.0
Airlines,Online,Bronze Plan,No,53.0,SINGAPORE,69.55,17.39,F,45.0
Airlines,Online,Bronze Plan,No,11.0,SINGAPORE,23.4,5.85,M,36.0
Airlines,Online,Basic Plan,No,136.0,CHINA,56.0,19.6,M,33.0
Airlines,Online,Basic Plan,No,31.0,"TAIWAN, PROVINCE OF CHINA",44.0,15.4,F,19.0
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,289.0,72.25,M,35.0
Airlines,Online,Basic Plan,No,287.0,"KOREA, REPUBLIC OF",35.0,12.25,F,15.0
Airlines,Online,Basic Plan,No,17.0,HONG KONG,26.0,9.1,M,54.0
Airlines,Online,Bronze Plan,No,6.0,SINGAPORE,27.0,6.75,F,44.0
Airlines,Online,Bronze Plan,No,37.0,SINGAPORE,0.0,15.57,M,41.0
Airlines,Online,Value Plan,No,0.0,INDIA,31.0,12.4,F,118.0
Airlines,Online,Basic Plan,No,12.0,THAILAND,30.0,10.5,F,61.0
Travel Agency,Offline,Comprehensive Plan,No,6.0,THAILAND,29.0,9.57,M,79.0
Travel Agency,Online,Premier Plan,No,84.0,BRAZIL,147.0,55.86,F,61.0
Airlines,Online,Basic Plan,No,13.0,UNITED ARAB EMIRATES,36.0,12.6,F,36.0
Airlines,Online,Basic Plan,No,47.0,THAILAND,18.0,6.3,F,35.0
Airlines,Online,Annual Gold Plan,No,366.0,SINGAPORE,599.0,149.75,F,37.0
Airlines,Online,Annual Silver Plan,No,364.0,SINGAPORE,252.85,63.21,M,34.0
Airlines,Online,Basic Plan,No,114.0,INDONESIA,37.0,12.95,F,41.0
Airlines,Online,Basic Plan,No,46.0,CHINA,44.0,15.4,F,54.0
Airlines,Online,Basic Plan,No,14.0,THAILAND,18.0,6.3,M,38.0
Airlines,Online,Basic Plan,No,67.0,PHILIPPINES,33.0,11.55,F,41.0
Travel Agency,Offline,Comprehensive Plan,No,92.0,MALAYSIA,29.0,9.57,F,72.0
Airlines,Online,Bronze Plan,No,13.0,SINGAPORE,13.5,3.38,F,23.0
Airlines,Online,Value Plan,No,3.0,BRUNEI DARUSSALAM,15.0,6.0,M,30.0
Airlines,Online,Basic Plan,No,16.0,CHINA,35.0,12.25,M,53.0
Airlines,Online,Silver Plan,No,70.0,SINGAPORE,72.0,18.0,F,63.0
Airlines,Online,Value Plan,No,47.0,PORTUGAL,208.0,72.8,F,50.0
Airlines,Online,Value Plan,No,223.0,NEW ZEALAND,58.0,20.3,F,36.0
Airlines,Online,Value Plan,No,16.0,INDIA,72.0,28.8,F,118.0
Travel Agency,Online,Value Plan,No,27.0,INDONESIA,28.0,10.64,M,48.0
Airlines,Online,Basic Plan,No,40.0,MYANMAR,69.0,24.15,M,35.0
Airlines,Online,Bronze Plan,No,5.0,SINGAPORE,17.55,4.39,M,34.0
Airlines,Online,Silver Plan,No,6.0,SINGAPORE,18.5,4.63,F,43.0
Airlines,Online,Basic Plan,No,6.0,MYANMAR,22.0,7.7,M,63.0
Airlines,Online,Basic Plan,No,65.0,VIET NAM,22.0,7.7,M,28.0
Airlines,Online,Basic Plan,No,14.0,INDIA,35.0,12.25,F,25.0
Airlines,Online,Basic Plan,No,87.0,INDONESIA,47.0,16.45,F,48.0
Airlines,Online,Basic Plan,No,19.0,VIET NAM,18.0,6.3,M,38.0
Airlines,Online,Basic Plan,No,45.0,CHINA,26.0,9.1,M,53.0
Airlines,Online,Value Plan,No,24.0,CHINA,69.0,24.15,M,48.0
Airlines,Online,Basic Plan,No,9.0,GUINEA,49.0,17.15,F,35.0
Airlines,Online,Basic Plan,No,11.0,HONG KONG,35.0,12.25,F,36.0
Airlines,Online,Basic Plan,No,21.0,CHINA,35.0,12.25,F,68.0
Airlines,Online,Basic Plan,No,44.0,HONG KONG,26.0,9.1,M,23.0
Airlines,Online,Basic Plan,No,11.0,THAILAND,22.0,7.7,M,49.0
Airlines,Online,Value Plan,No,28.0,INDIA,39.0,15.6,F,118.0
Airlines,Online,Basic Plan,No,44.0,JAPAN,35.0,12.25,M,42.0
Travel Agency,Offline,Comprehensive Plan,No,2.0,MALAYSIA,29.0,9.57,M,118.0
Airlines,Online,Bronze Plan,No,52.0,SINGAPORE,17.55,4.39,F,75.0
Airlines,Online,Value Plan,No,89.0,INDIA,39.0,15.6,M,118.0
Airlines,Online,Basic Plan,No,43.0,THAILAND,22.0,7.7,M,58.0
Airlines,Online,Basic Plan,No,130.0,INDONESIA,33.0,11.55,F,38.0
Airlines,Online,Silver Plan,No,3.0,SINGAPORE,19.5,4.88,M,33.0
Airlines,Online,Basic Plan,No,130.0,"TAIWAN, PROVINCE OF CHINA",22.0,7.7,M,29.0
Airlines,Online,Bronze Plan,No,9.0,SINGAPORE,25.5,6.38,M,30.0
Airlines,Online,Value Plan,No,115.0,INDIA,93.0,37.2,F,118.0
Airlines,Online,Bronze Plan,Yes,64.0,SINGAPORE,71.0,17.75,M,33.0
Airlines,Online,Annual Gold Plan,No,365.0,SINGAPORE,389.35,97.34,F,59.0
Travel Agency,Offline,Comprehensive Plan,No,8.0,MALAYSIA,29.0,9.57,F,82.0
Airlines,Online,Basic Plan,No,15.0,INDONESIA,22.0,7.7,F,28.0
Airlines,Online,Value Plan,No,12.0,BRUNEI DARUSSALAM,23.0,9.2,M,66.0
Airlines,Online,Basic Plan,No,14.0,HONG KONG,26.0,9.1,M,47.0
Airlines,Online,Bronze Plan,Yes,8.0,SINGAPORE,17.0,4.25,F,30.0
Airlines,Online,Annual Silver Plan,Yes,367.0,SINGAPORE,187.85,46.96,F,28.0
Airlines,Online,Basic Plan,No,7.0,THAILAND,22.0,7.7,F,35.0
Travel Agency,Online,Value Plan,No,53.0,INDONESIA,28.0,10.64,F,48.0
Airlines,Online,Basic Plan,No,13.0,THAILAND,22.0,7.7,M,68.0
Airlines,Online,Gold Plan,No,5.0,SINGAPORE,35.1,8.78,M,30.0
Airlines,Online,Value Plan,No,25.0,AUSTRALIA,45.0,15.75,F,34.0
Airlines,Online,24 Protect,No,22.0,THAILAND,49.39,17.29,M,48.0
Airlines,Online,Value Plan,No,6.0,BRUNEI DARUSSALAM,15.0,6.0,M,30.0
Airlines,Online,Annual Silver Plan,No,371.0,SINGAPORE,252.85,63.21,F,42.0
Airlines,Online,Value Plan,No,8.0,INDIA,50.0,20.0,M,118.0
Airlines,Online,Basic Plan,No,9.0,PHILIPPINES,0.0,6.3,M,64.0
Airlines,Online,Basic Plan,No,1.0,INDONESIA,18.0,6.3,F,33.0
Travel Agency,Offline,Premier Plan,No,88.0,CHINA,76.0,25.08,F,68.0
Airlines,Online,Basic Plan,No,19.0,INDONESIA,18.0,6.3,M,44.0
Airlines,Online,Annual Gold Plan,No,369.0,SINGAPORE,389.35,97.34,F,51.0
Airlines,Online,Value Plan,No,15.0,UNITED KINGDOM,109.0,38.15,F,28.0
Airlines,Online,Value Plan,No,28.0,CHINA,58.0,20.3,F,43.0
Airlines,Online,Bronze Plan,No,10.0,SINGAPORE,17.55,4.39,F,33.0
Airlines,Online,Basic Plan,No,9.0,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,M,63.0
Airlines,Online,Basic Plan,No,5.0,AUSTRALIA,22.0,7.7,M,37.0
Airlines,Online,Value Plan,No,25.0,BRUNEI DARUSSALAM,23.0,9.2,M,20.0
Airlines,Online,Bronze Plan,No,12.0,SINGAPORE,46.15,11.54,F,44.0
Airlines,Online,Silver Plan,No,8.0,SINGAPORE,25.9,6.47,F,20.0
Airlines,Online,Silver Plan,No,5.0,SINGAPORE,31.85,7.96,M,37.0
Airlines,Online,Gold Plan,No,9.0,SINGAPORE,89.25,22.31,F,28.0
Airlines,Online,Bronze Plan,No,86.0,SINGAPORE,-74.9,18.73,F,32.0
Airlines,Online,Bronze Plan,No,8.0,SINGAPORE,17.0,4.25,M,28.0
Airlines,Online,Annual Gold Plan,No,364.0,SINGAPORE,389.35,97.34,F,40.0
Airlines,Online,Basic Plan,No,10.0,THAILAND,30.0,10.5,M,56.0
Airlines,Online,Bronze Plan,No,3.0,SINGAPORE,17.55,4.39,M,37.0
Airlines,Online,Bronze Plan,No,29.0,SINGAPORE,53.5,13.38,M,33.0
Airlines,Online,Basic Plan,No,19.0,PHILIPPINES,22.0,7.7,M,58.0
Airlines,Online,Value Plan,No,18.0,NETHERLANDS,87.0,30.45,M,54.0
Airlines,Online,Basic Plan,No,19.0,INDONESIA,18.0,6.3,F,31.0
Airlines,Online,Basic Plan,No,8.0,THAILAND,22.0,7.7,M,49.0
Airlines,Online,Basic Plan,No,22.0,INDONESIA,18.0,6.3,F,27.0
Airlines,Online,Basic Plan,No,9.0,MALAYSIA,0.0,6.3,F,49.0
Airlines,Online,Basic Plan,No,23.0,HONG KONG,22.0,7.7,M,45.0
Airlines,Online,Gold Plan,No,11.0,SINGAPORE,73.0,18.25,M,21.0
Airlines,Online,Basic Plan,No,26.0,THAILAND,22.0,7.7,F,26.0
Airlines,Online,Silver Plan,No,9.0,SINGAPORE,27.75,6.94,F,30.0
Airlines,Online,Bronze Plan,No,46.0,SINGAPORE,0.0,23.06,M,26.0
Airlines,Online,Basic Plan,Yes,14.0,THAILAND,18.0,6.3,F,44.0
Airlines,Online,Silver Plan,No,9.0,SINGAPORE,24.05,6.01,F,55.0
Airlines,Online,Basic Plan,No,90.0,PHILIPPINES,30.0,10.5,F,37.0
Airlines,Online,Basic Plan,No,104.0,JAPAN,35.0,12.25,M,38.0
Airlines,Online,Basic Plan,No,16.0,THAILAND,22.0,7.7,M,39.0
Airlines,Online,Value Plan,No,18.0,INDIA,31.0,12.4,F,118.0
Airlines,Online,Silver Plan,No,18.0,SINGAPORE,95.25,23.81,F,37.0
Travel Agency,Offline,Comprehensive Plan,No,60.0,THAILAND,29.0,9.57,F,72.0
Travel Agency,Online,Value Plan,No,11.0,INDONESIA,33.0,12.54,F,48.0
Airlines,Online,Basic Plan,No,43.0,MALAYSIA,18.0,6.3,F,67.0
Airlines,Online,24 Protect,No,36.0,MYANMAR,17.82,6.24,M,48.0
Travel Agency,Offline,Comprehensive Plan,No,19.0,MALAYSIA,29.0,9.57,F,24.0
Airlines,Online,Basic Plan,No,2.0,HONG KONG,22.0,7.7,M,34.0
Airlines,Online,Basic Plan,No,25.0,INDIA,26.0,9.1,M,50.0
Airlines,Online,Basic Plan,No,29.0,MALAYSIA,52.0,18.2,M,51.0
Airlines,Online,Value Plan,No,53.0,UNITED KINGDOM,125.0,43.75,F,30.0
Airlines,Online,Bronze Plan,No,17.0,SINGAPORE,34.5,8.63,M,38.0
Airlines,Online,Basic Plan,No,33.0,INDONESIA,22.0,7.7,M,42.0
Airlines,Online,Basic Plan,No,7.0,JAPAN,26.0,9.1,M,47.0
Airlines,Online,Value Plan,No,17.0,NEW ZEALAND,45.0,15.75,M,30.0
Travel Agency,Offline,Comprehensive Plan,No,5.0,MALAYSIA,29.0,9.57,F,52.0
Airlines,Online,Basic Plan,No,16.0,HONG KONG,22.0,7.7,M,56.0
Airlines,Online,Basic Plan,No,5.0,CHINA,26.0,9.1,M,47.0
Airlines,Online,Basic Plan,No,5.0,THAILAND,22.0,7.7,M,52.0
Airlines,Online,Value Plan,No,4.0,INDIA,78.0,31.2,F,118.0
Airlines,Online,Basic Plan,No,5.0,HONG KONG,26.0,9.1,M,32.0
Airlines,Online,Gold Plan,Yes,20.0,SINGAPORE,60.0,15.0,F,75.0
Airlines,Online,Silver Plan,No,11.0,SINGAPORE,50.25,12.56,F,28.0
Airlines,Online,Basic Plan,No,18.0,VIET NAM,22.0,7.7,M,51.0
Airlines,Online,Silver Plan,No,24.0,SINGAPORE,76.2,19.05,M,38.0
Airlines,Online,Basic Plan,No,53.0,THAILAND,22.0,7.7,M,27.0
Airlines,Online,Annual Silver Plan,No,367.0,SINGAPORE,252.85,63.21,F,28.0
Airlines,Online,Value Plan,No,23.0,INDIA,31.0,12.4,F,118.0
Airlines,Online,Basic Plan,No,8.0,CHINA,22.0,7.7,M,60.0
Airlines,Online,Bronze Plan,No,10.0,SINGAPORE,35.25,8.81,M,29.0
Airlines,Online,Basic Plan,No,9.0,CHINA,35.0,12.25,M,50.0
Airlines,Online,Basic Plan,No,29.0,INDONESIA,22.0,7.7,F,52.0
Airlines,Online,Basic Plan,No,12.0,MALAYSIA,22.0,7.7,F,65.0
Travel Agency,Online,Value Plan,No,4.0,INDONESIA,22.0,8.36,M,48.0
Airlines,Online,Basic Plan,No,128.0,PHILIPPINES,22.0,7.7,F,40.0
Airlines,Online,Basic Plan,No,3.0,CHINA,22.0,7.7,M,46.0
Airlines,Online,Value Plan,No,14.0,HONG KONG,58.0,20.3,M,52.0
Airlines,Online,Bronze Plan,No,20.0,SINGAPORE,44.85,11.21,F,24.0
Airlines,Online,Bronze Plan,No,20.0,SINGAPORE,47.0,11.75,F,44.0
Airlines,Online,Basic Plan,No,79.0,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,F,65.0
Airlines,Online,Basic Plan,No,50.0,INDONESIA,52.0,18.2,F,33.0
Travel Agency,Online,Premier Plan,No,33.0,FRANCE,111.0,42.18,M,48.0
Airlines,Online,Basic Plan,No,26.0,CHINA,35.0,12.25,M,36.0
Travel Agency,Online,Premier Plan,No,32.0,INDONESIA,49.0,18.62,M,48.0
Airlines,Online,Bronze Plan,No,15.0,SINGAPORE,30.55,7.64,F,27.0
Airlines,Online,Basic Plan,No,2.0,CHINA,22.0,7.7,M,58.0
Airlines,Online,Basic Plan,No,5.0,JAPAN,22.0,7.7,M,47.0
Airlines,Online,24 Protect,No,123.0,VIET NAM,34.78,12.17,M,48.0
Airlines,Online,Silver Plan,No,5.0,SINGAPORE,37.0,9.25,F,33.0
Airlines,Online,Basic Plan,Yes,12.0,VIET NAM,30.0,10.5,M,35.0
Airlines,Online,Bronze Plan,No,26.0,SINGAPORE,23.8,5.95,F,34.0
Airlines,Online,Basic Plan,No,4.0,MALAYSIA,18.0,6.3,M,39.0
Airlines,Online,Annual Silver Plan,No,382.0,SINGAPORE,187.85,46.96,M,49.0
Airlines,Online,Silver Plan,No,7.0,SINGAPORE,30.0,7.5,M,36.0
Airlines,Online,Basic Plan,No,12.0,CHINA,35.0,12.25,F,37.0
Airlines,Online,Basic Plan,No,74.0,MALAYSIA,18.0,6.3,F,42.0
Airlines,Online,Basic Plan,No,44.0,CHINA,22.0,7.7,F,40.0
Airlines,Online,Annual Silver Plan,Yes,364.0,SINGAPORE,252.85,63.21,M,22.0
Airlines,Online,Basic Plan,No,151.0,PHILIPPINES,37.0,12.95,F,47.0
Airlines,Online,Annual Silver Plan,No,377.0,SINGAPORE,201.0,50.25,F,67.0
Airlines,Online,Basic Plan,No,8.0,INDIA,22.0,7.7,F,47.0
Airlines,Online,24 Protect,No,27.0,THAILAND,14.68,5.14,F,48.0
Airlines,Online,Basic Plan,No,32.0,MYANMAR,37.0,12.95,M,50.0
Airlines,Online,Basic Plan,No,47.0,MALAYSIA,22.0,7.7,F,43.0
Airlines,Online,Basic Plan,No,4.0,HONG KONG,22.0,7.7,M,60.0
Airlines,Online,Basic Plan,No,4.0,CHINA,22.0,7.7,M,47.0
Airlines,Online,Basic Plan,No,5.0,CHINA,26.0,9.1,M,29.0
Airlines,Online,Basic Plan,No,184.0,"KOREA, REPUBLIC OF",26.0,9.1,F,49.0
Airlines,Online,Value Plan,No,79.0,NEW ZEALAND,58.0,20.3,M,37.0
Airlines,Online,Annual Gold Plan,Yes,386.0,SINGAPORE,449.25,112.31,F,36.0
Airlines,Online,Bronze Plan,No,11.0,SINGAPORE,17.55,4.39,F,20.0
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,389.0,97.25,M,37.0
Airlines,Online,Basic Plan,No,36.0,UNITED KINGDOM,61.0,21.35,F,37.0
Airlines,Online,Gold Plan,No,2.0,SINGAPORE,32.25,8.06,M,27.0
Airlines,Online,Basic Plan,No,71.0,CHINA,69.0,24.15,M,38.0
Airlines,Online,Value Plan,No,13.0,INDIA,60.0,24.0,M,118.0
Airlines,Online,Basic Plan,No,28.0,CHINA,35.0,12.25,F,37.0
