Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commission (in value),Gender,Age,Predicted Claim,Claim Probability
Airlines,Online,Annual Gold Plan,No,365.0,SINGAPORE,389.35,97.34,F,59.0,1,0.020863941
Travel Agency,Offline,Comprehensive Plan,No,8.0,MALAYSIA,29.0,9.57,F,82.0,0,0.00018617055
Airlines,Online,Basic Plan,No,15.0,INDONESIA,22.0,7.7,F,28.0,0,0.0012090489
Airlines,Online,Value Plan,No,12.0,BRUNEI DARUSSALAM,23.0,9.2,M,66.0,0,0.00029038085
Airlines,Online,Basic Plan,No,14.0,HONG KONG,26.0,9.1,M,47.0,0,0.0054821568
Airlines,Online,Bronze Plan,Yes,8.0,SINGAPORE,17.0,4.25,F,30.0,1,0.9931664
Airlines,Online,Annual Silver Plan,Yes,367.0,SINGAPORE,187.85,46.96,F,28.0,1,0.9939605
Airlines,Online,Basic Plan,No,7.0,THAILAND,22.0,7.7,F,35.0,0,0.00017826229
Travel Agency,Online,Value Plan,No,53.0,INDONESIA,28.0,10.64,F,48.0,0,0.008200706
Airlines,Online,Basic Plan,No,13.0,THAILAND,22.0,7.7,M,68.0,0,0.00023991504
Airlines,Online,Gold Plan,No,5.0,SINGAPORE,35.1,8.78,M,30.0,0,1.1229731e-05
Airlines,Online,Value Plan,No,25.0,AUSTRALIA,45.0,15.75,F,34.0,0,0.0014217084
Airlines,Online,24 Protect,No,22.0,THAILAND,49.39,17.29,M,48.0,0,6.909064e-06
Airlines,Online,Value Plan,No,6.0,BRUNEI DARUSSALAM,15.0,6.0,M,30.0,0,2.1057082e-07
Airlines,Online,Annual Silver Plan,No,371.0,SINGAPORE,252.85,63.21,F,42.0,1,0.8689711
Airlines,Online,Value Plan,No,8.0,INDIA,50.0,20.0,M,118.0,0,9.86918e-06
Airlines,Online,Basic Plan,No,9.0,PHILIPPINES,0.0,6.3,M,64.0,0,0.00030298062
Airlines,Online,Basic Plan,No,1.0,INDONESIA,18.0,6.3,F,33.0,0,6.562421e-05
Travel Agency,Offline,Premier Plan,No,88.0,CHINA,76.0,25.08,F,68.0,1,0.02924828
Airlines,Online,Basic Plan,No,19.0,INDONESIA,18.0,6.3,M,44.0,0,2.4059345e-05
Airlines,Online,Annual Gold Plan,No,369.0,SINGAPORE,389.35,97.34,F,51.0,1,0.029982073
Airlines,Online,Value Plan,No,15.0,UNITED KINGDOM,109.0,38.15,F,28.0,0,0.00050127174
Airlines,Online,Value Plan,No,28.0,CHINA,58.0,20.3,F,43.0,0,0.0065239645
Airlines,Online,Bronze Plan,No,10.0,SINGAPORE,17.55,4.39,F,33.0,1,0.3274793
Airlines,Online,Basic Plan,No,9.0,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,M,63.0,0,4.2149866e-05
Airlines,Online,Basic Plan,No,5.0,AUSTRALIA,22.0,7.7,M,37.0,0,9.8746525e-05
Airlines,Online,Value Plan,No,25.0,BRUNEI DARUSSALAM,23.0,9.2,M,20.0,0,2.9391538e-05
Airlines,Online,Bronze Plan,No,12.0,SINGAPORE,46.15,11.54,F,44.0,1,0.20057687
Airlines,Online,Silver Plan,No,8.0,SINGAPORE,25.9,6.47,F,20.0,0,0.0008762
Airlines,Online,Silver Plan,No,5.0,SINGAPORE,31.85,7.96,M,37.0,0,0.00022607477
Airlines,Online,Gold Plan,No,9.0,SINGAPORE,89.25,22.31,F,28.0,0,0.0040393914
Airlines,Online,Bronze Plan,No,86.0,SINGAPORE,-74.9,18.73,F,32.0,0,2.0303996e-06
Airlines,Online,Bronze Plan,No,8.0,SINGAPORE,17.0,4.25,M,28.0,1,0.032812763
Airlines,Online,Annual Gold Plan,No,364.0,SINGAPORE,389.35,97.34,F,40.0,0,0.00019052665
Airlines,Online,Basic Plan,No,10.0,THAILAND,30.0,10.5,M,56.0,0,7.3602714e-05
Airlines,Online,Bronze Plan,No,3.0,SINGAPORE,17.55,4.39,M,37.0,0,7.415512e-05
Airlines,Online,Bronze Plan,No,29.0,SINGAPORE,53.5,13.38,M,33.0,1,0.05977328
Airlines,Online,Basic Plan,No,19.0,PHILIPPINES,22.0,7.7,M,58.0,0,0.00033631752
Airlines,Online,Value Plan,No,18.0,NETHERLANDS,87.0,30.45,M,54.0,0,0.0005887025
Airlines,Online,Basic Plan,No,19.0,INDONESIA,18.0,6.3,F,31.0,0,3.2943444e-05
Airlines,Online,Basic Plan,No,8.0,THAILAND,22.0,7.7,M,49.0,0,5.341074e-05
Airlines,Online,Basic Plan,No,22.0,INDONESIA,18.0,6.3,F,27.0,0,0.00017754915
Airlines,Online,Basic Plan,No,9.0,MALAYSIA,0.0,6.3,F,49.0,0,0.000394836
Airlines,Online,Basic Plan,No,23.0,HONG KONG,22.0,7.7,M,45.0,0,1.2662197e-06
Airlines,Online,Gold Plan,No,11.0,SINGAPORE,73.0,18.25,M,21.0,0,0.0034435487
Airlines,Online,Basic Plan,No,26.0,THAILAND,22.0,7.7,F,26.0,0,0.00052729895
Airlines,Online,Silver Plan,No,9.0,SINGAPORE,27.75,6.94,F,30.0,0,0.0070981015
Airlines,Online,Bronze Plan,No,46.0,SINGAPORE,0.0,23.06,M,26.0,0,6.999379e-08
Airlines,Online,Basic Plan,Yes,14.0,THAILAND,18.0,6.3,F,44.0,1,0.016255815
Airlines,Online,Silver Plan,No,9.0,SINGAPORE,24.05,6.01,F,55.0,0,0.002789198
Airlines,Online,Basic Plan,No,90.0,PHILIPPINES,30.0,10.5,F,37.0,0,9.000644e-05
Airlines,Online,Basic Plan,No,104.0,JAPAN,35.0,12.25,M,38.0,0,8.5254585e-05
Airlines,Online,Basic Plan,No,16.0,THAILAND,22.0,7.7,M,39.0,0,0.00013389999
Airlines,Online,Value Plan,No,18.0,INDIA,31.0,12.4,F,118.0,0,0.0017587702
Airlines,Online,Silver Plan,No,18.0,SINGAPORE,95.25,23.81,F,37.0,1,0.3975092
Travel Agency,Offline,Comprehensive Plan,No,60.0,THAILAND,29.0,9.57,F,72.0,0,0.004221184
Travel Agency,Online,Value Plan,No,11.0,INDONESIA,33.0,12.54,F,48.0,0,0.00030284462
Airlines,Online,Basic Plan,No,43.0,MALAYSIA,18.0,6.3,F,67.0,1,0.051007114
Airlines,Online,24 Protect,No,36.0,MYANMAR,17.82,6.24,M,48.0,0,0.00018061827
Travel Agency,Offline,Comprehensive Plan,No,19.0,MALAYSIA,29.0,9.57,F,24.0,0,0.0016793525
Airlines,Online,Basic Plan,No,2.0,HONG KONG,22.0,7.7,M,34.0,0,0.0029675725
Airlines,Online,Basic Plan,No,25.0,INDIA,26.0,9.1,M,50.0,0,0.0001339848
Airlines,Online,Basic Plan,No,29.0,MALAYSIA,52.0,18.2,M,51.0,0,6.720205e-06
Airlines,Online,Value Plan,No,53.0,UNITED KINGDOM,125.0,43.75,F,30.0,1,0.3711009
Airlines,Online,Bronze Plan,No,17.0,SINGAPORE,34.5,8.63,M,38.0,1,0.01959158
Airlines,Online,Basic Plan,No,33.0,INDONESIA,22.0,7.7,M,42.0,0,1.7848866e-05
Airlines,Online,Basic Plan,No,7.0,JAPAN,26.0,9.1,M,47.0,0,0.00031193436
Airlines,Online,Value Plan,No,17.0,NEW ZEALAND,45.0,15.75,M,30.0,0,2.0597672e-06
Travel Agency,Offline,Comprehensive Plan,No,5.0,MALAYSIA,29.0,9.57,F,52.0,0,0.00061191886
Airlines,Online,Basic Plan,No,16.0,HONG KONG,22.0,7.7,M,56.0,0,0.0008027783
Airlines,Online,Basic Plan,No,5.0,CHINA,26.0,9.1,M,47.0,1,0.040012334
Airlines,Online,Basic Plan,No,5.0,THAILAND,22.0,7.7,M,52.0,0,6.734987e-05
Airlines,Online,Value Plan,No,4.0,INDIA,78.0,31.2,F,118.0,0,0.00030387536
Airlines,Online,Basic Plan,No,5.0,HONG KONG,26.0,9.1,M,32.0,0,0.00070035626
Airlines,Online,Gold Plan,Yes,20.0,SINGAPORE,60.0,15.0,F,75.0,1,0.99152726
Airlines,Online,Silver Plan,No,11.0,SINGAPORE,50.25,12.56,F,28.0,1,0.480264
Airlines,Online,Basic Plan,No,18.0,VIET NAM,22.0,7.7,M,51.0,0,8.399283e-05
Airlines,Online,Silver Plan,No,24.0,SINGAPORE,76.2,19.05,M,38.0,1,0.27286384
Airlines,Online,Basic Plan,No,53.0,THAILAND,22.0,7.7,M,27.0,0,0.00033679768
Airlines,Online,Annual Silver Plan,No,367.0,SINGAPORE,252.85,63.21,F,28.0,1,0.94380516
Airlines,Online,Value Plan,No,23.0,INDIA,31.0,12.4,F,118.0,0,0.00043484746
Airlines,Online,Basic Plan,No,8.0,CHINA,22.0,7.7,M,60.0,0,0.00089368573
Airlines,Online,Bronze Plan,No,10.0,SINGAPORE,35.25,8.81,M,29.0,0,3.5926987e-05
Airlines,Online,Basic Plan,No,9.0,CHINA,35.0,12.25,M,50.0,1,0.3470859
Airlines,Online,Basic Plan,No,29.0,INDONESIA,22.0,7.7,F,52.0,0,0.00034897152
Airlines,Online,Basic Plan,No,12.0,MALAYSIA,22.0,7.7,F,65.0,0,5.6017463e-05
Travel Agency,Online,Value Plan,No,4.0,INDONESIA,22.0,8.36,M,48.0,0,0.00022496715
Airlines,Online,Basic Plan,No,128.0,PHILIPPINES,22.0,7.7,F,40.0,0,1.3227074e-05
Airlines,Online,Basic Plan,No,3.0,CHINA,22.0,7.7,M,46.0,0,0.0050853225
Airlines,Online,Value Plan,No,14.0,HONG KONG,58.0,20.3,M,52.0,1,0.016560258
Airlines,Online,Bronze Plan,No,20.0,SINGAPORE,44.85,11.21,F,24.0,1,0.52917856
Airlines,Online,Bronze Plan,No,20.0,SINGAPORE,47.0,11.75,F,44.0,1,0.23590292
Airlines,Online,Basic Plan,No,79.0,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,F,65.0,0,0.0030624035
Airlines,Online,Basic Plan,No,50.0,INDONESIA,52.0,18.2,F,33.0,0,5.4354998e-05
Travel Agency,Online,Premier Plan,No,33.0,FRANCE,111.0,42.18,M,48.0,1,0.028429598
Airlines,Online,Basic Plan,No,26.0,CHINA,35.0,12.25,M,36.0,0,2.0914173e-05
Travel Agency,Online,Premier Plan,No,32.0,INDONESIA,49.0,18.62,M,48.0,0,0.00023908545
Airlines,Online,Bronze Plan,No,15.0,SINGAPORE,30.55,7.64,F,27.0,1,0.6302833
Airlines,Online,Basic Plan,No,2.0,CHINA,22.0,7.7,M,58.0,1,0.13142888
Airlines,Online,Basic Plan,No,5.0,JAPAN,22.0,7.7,M,47.0,0,0.00031514745
Airlines,Online,24 Protect,No,123.0,VIET NAM,34.78,12.17,M,48.0,0,1.0719057e-05
Airlines,Online,Silver Plan,No,5.0,SINGAPORE,37.0,9.25,F,33.0,0,0.0034072513
Airlines,Online,Basic Plan,Yes,12.0,VIET NAM,30.0,10.5,M,35.0,0,1.7054927e-05
Airlines,Online,Bronze Plan,No,26.0,SINGAPORE,23.8,5.95,F,34.0,1,0.96230596
Airlines,Online,Basic Plan,No,4.0,MALAYSIA,18.0,6.3,M,39.0,0,6.516685e-05
Airlines,Online,Annual Silver Plan,No,382.0,SINGAPORE,187.85,46.96,M,49.0,1,0.25921607
Airlines,Online,Silver Plan,No,7.0,SINGAPORE,30.0,7.5,M,36.0,0,0.001279664
Airlines,Online,Basic Plan,No,12.0,CHINA,35.0,12.25,F,37.0,0,0.0024114845
Airlines,Online,Basic Plan,No,74.0,MALAYSIA,18.0,6.3,F,42.0,0,7.994912e-06
Airlines,Online,Basic Plan,No,44.0,CHINA,22.0,7.7,F,40.0,0,2.661504e-06
Airlines,Online,Annual Silver Plan,Yes,364.0,SINGAPORE,252.85,63.21,M,22.0,1,0.99935347
Airlines,Online,Basic Plan,No,151.0,PHILIPPINES,37.0,12.95,F,47.0,0,3.4319276e-06
Airlines,Online,Annual Silver Plan,No,377.0,SINGAPORE,201.0,50.25,F,67.0,0,0.0044846428
Airlines,Online,Basic Plan,No,8.0,INDIA,22.0,7.7,F,47.0,1,0.020156499
Airlines,Online,24 Protect,No,27.0,THAILAND,14.68,5.14,F,48.0,0,0.00052124634
Airlines,Online,Basic Plan,No,32.0,MYANMAR,37.0,12.95,M,50.0,0,4.6942896e-05
Airlines,Online,Basic Plan,No,47.0,MALAYSIA,22.0,7.7,F,43.0,0,0.0011307687
Airlines,Online,Basic Plan,No,4.0,HONG KONG,22.0,7.7,M,60.0,1,0.055480246
Airlines,Online,Basic Plan,No,4.0,CHINA,22.0,7.7,M,47.0,0,0.0008288338
Airlines,Online,Basic Plan,No,5.0,CHINA,26.0,9.1,M,29.0,0,1.4352566e-05
Airlines,Online,Basic Plan,No,184.0,"KOREA, REPUBLIC OF",26.0,9.1,F,49.0,0,6.227118e-05
Airlines,Online,Value Plan,No,79.0,NEW ZEALAND,58.0,20.3,M,37.0,0,6.956448e-05
Airlines,Online,Annual Gold Plan,Yes,386.0,SINGAPORE,449.25,112.31,F,36.0,1,0.9987213
Airlines,Online,Bronze Plan,No,11.0,SINGAPORE,17.55,4.39,F,20.0,0,0.0005903916
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,389.0,97.25,M,37.0,1,0.19992737
Airlines,Online,Basic Plan,No,36.0,UNITED KINGDOM,61.0,21.35,F,37.0,0,0.001245077
Airlines,Online,Gold Plan,No,2.0,SINGAPORE,32.25,8.06,M,27.0,0,0.00013198974
Airlines,Online,Basic Plan,No,71.0,CHINA,69.0,24.15,M,38.0,0,4.704265e-05
Airlines,Online,Value Plan,No,13.0,INDIA,60.0,24.0,M,118.0,0,0.00025191542
Airlines,Online,Basic Plan,No,28.0,CHINA,35.0,12.25,F,37.0,0,0.00038680536
Airlines,Online,Basic Plan,No,65.0,PHILIPPINES,37.0,12.95,F,38.0,0,8.371692e-06
Airlines,Online,Basic Plan,No,26.0,INDONESIA,22.0,7.7,M,24.0,0,3.142228e-05
Airlines,Online,Bronze Plan,No,20.0,SINGAPORE,47.0,11.75,M,30.0,0,0.00043278595
Airlines,Online,Basic Plan,No,81.0,AUSTRALIA,35.0,12.25,M,28.0,0,2.34056e-05
Airlines,Online,Annual Silver Plan,No,368.0,SINGAPORE,252.85,63.21,F,39.0,1,0.80190057
Airlines,Online,Basic Plan,No,77.0,"KOREA, REPUBLIC OF",35.0,12.25,M,50.0,0,3.552395e-05
Airlines,Online,Value Plan,No,30.0,UNITED STATES,121.0,42.35,M,40.0,0,0.001465565
Airlines,Online,Silver Plan,No,14.0,SINGAPORE,82.55,20.64,F,33.0,1,0.91877836
Airlines,Online,Silver Plan,No,5.0,SINGAPORE,24.05,6.01,M,35.0,0,1.1425166e-05
Airlines,Online,Silver Plan,No,12.0,SINGAPORE,70.85,17.71,F,30.0,1,0.08383468
Travel Agency,Offline,Comprehensive Plan,No,25.0,MALAYSIA,29.0,9.57,F,29.0,0,0.009614818
Airlines,Online,Basic Plan,No,22.0,UNITED KINGDOM,31.0,10.85,M,55.0,0,0.0001858249
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,301.0,75.25,M,39.0,1,0.160163
Airlines,Online,Value Plan,No,27.0,UNITED KINGDOM,87.0,30.45,F,51.0,0,0.0012961031
Airlines,Online,Basic Plan,No,19.0,THAILAND,22.0,7.7,M,37.0,0,7.979307e-05
Airlines,Online,Value Plan,No,5.0,INDIA,78.0,31.2,M,118.0,0,0.00010748251
Travel Agency,Offline,Comprehensive Plan,No,122.0,THAILAND,29.0,9.57,F,56.0,0,0.0010079397
Airlines,Online,Basic Plan,No,60.0,INDONESIA,33.0,11.55,F,35.0,0,0.0044649215
Airlines,Online,Value Plan,No,49.0,CHINA,40.0,14.0,M,62.0,0,0.0017876908
Airlines,Online,Annual Silver Plan,No,366.0,SINGAPORE,252.85,63.21,M,58.0,1,0.5451398
Airlines,Online,Silver Plan,No,12.0,SINGAPORE,43.55,10.89,M,42.0,1,0.2871835
Airlines,Online,Basic Plan,No,6.0,THAILAND,18.0,6.3,M,36.0,0,3.1566957e-05
Airlines,Online,Basic Plan,No,46.0,PHILIPPINES,37.0,12.95,F,39.0,0,0.0002802537
Airlines,Online,Value Plan,No,133.0,AUSTRALIA,211.0,73.85,F,56.0,0,0.0033044396
Airlines,Online,Basic Plan,No,8.0,INDIA,26.0,9.1,M,43.0,0,0.00024022313
Airlines,Online,Basic Plan,No,12.0,THAILAND,22.0,7.7,M,27.0,0,0.00035712158
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,216.75,54.19,F,37.0,1,0.19618998
Airlines,Online,Silver Plan,No,27.0,SINGAPORE,108.0,27.0,F,53.0,1,0.48518533
Airlines,Online,Basic Plan,No,38.0,CHINA,26.0,9.1,F,42.0,0,0.00026963055
Airlines,Online,Value Plan,No,4.0,HONG KONG,36.0,12.6,M,27.0,0,2.619094e-05
Airlines,Online,Basic Plan,No,7.0,CHINA,26.0,9.1,F,34.0,0,8.156162e-05
Airlines,Online,Basic Plan,No,52.0,INDONESIA,22.0,7.7,M,54.0,0,0.00013894011
Airlines,Online,Basic Plan,No,18.0,PHILIPPINES,18.0,6.3,F,39.0,0,0.0005731229
Airlines,Online,Value Plan,No,6.0,BRUNEI DARUSSALAM,15.0,6.0,F,50.0,0,8.724328e-06
Airlines,Online,Annual Silver Plan,No,397.0,SINGAPORE,233.4,58.35,M,48.0,1,0.14571486
Airlines,Online,Basic Plan,No,27.0,VIET NAM,18.0,6.3,F,27.0,0,0.00067205686
Airlines,Online,Bronze Plan,No,10.0,SINGAPORE,17.55,4.39,M,32.0,1,0.07857622
Airlines,Online,Basic Plan,No,6.0,CHINA,26.0,9.1,F,44.0,1,0.028867992
Airlines,Online,Basic Plan,No,59.0,THAILAND,22.0,7.7,M,52.0,0,0.0017210648
Airlines,Online,Basic Plan,No,74.0,PHILIPPINES,42.0,14.7,F,31.0,0,3.0648177e-06
Airlines,Online,Gold Plan,No,11.0,SINGAPORE,83.3,20.82,F,17.0,1,0.023816679
Airlines,Online,Basic Plan,No,11.0,INDONESIA,18.0,6.3,F,32.0,0,0.00021261249
Airlines,Online,Silver Plan,No,5.0,SINGAPORE,37.0,9.25,M,39.0,1,0.02256307
Travel Agency,Offline,Comprehensive Plan,No,45.0,THAILAND,29.0,9.57,M,61.0,1,0.037575763
Airlines,Online,Basic Plan,No,137.0,INDONESIA,47.0,16.45,F,38.0,0,5.2219975e-06
Airlines,Online,Gold Plan,No,9.0,SINGAPORE,63.7,15.93,F,36.0,0,0.002305044
Airlines,Online,Annual Silver Plan,Yes,365.0,SINGAPORE,187.85,46.96,M,46.0,1,0.42642894
Airlines,Online,Basic Plan,No,21.0,HONG KONG,26.0,9.1,F,31.0,0,0.000237058
Airlines,Online,Basic Plan,No,38.0,INDONESIA,18.0,6.3,F,46.0,0,0.0012754014
Airlines,Online,Basic Plan,No,12.0,HONG KONG,26.0,9.1,M,34.0,0,0.00374754
Airlines,Online,Value Plan,No,35.0,BRUNEI DARUSSALAM,15.0,6.0,M,44.0,0,5.8174257e-09
Airlines,Online,Basic Plan,No,25.0,CHINA,40.0,14.0,F,47.0,0,0.00020645375
Airlines,Online,Gold Plan,No,3.0,SINGAPORE,41.3,10.32,M,36.0,0,0.0017631507
Airlines,Online,Bronze Plan,No,19.0,SINGAPORE,17.55,4.39,M,31.0,0,0.00434137
Airlines,Online,Basic Plan,No,23.0,HONG KONG,26.0,9.1,F,54.0,0,0.0001200783
Airlines,Online,Silver Plan,No,6.0,SINGAPORE,27.75,6.94,F,39.0,1,0.03053386
Travel Agency,Online,Value Plan,No,168.0,FRANCE,0.0,69.16,F,22.0,0,1.3701675e-09
Airlines,Online,Basic Plan,No,45.0,MYANMAR,18.0,6.3,F,31.0,0,2.950322e-05
Airlines,Online,Basic Plan,No,126.0,INDONESIA,42.0,14.7,F,43.0,0,4.9038695e-06
Airlines,Online,Bronze Plan,No,17.0,SINGAPORE,17.55,4.39,M,57.0,0,0.0029924603
Airlines,Online,Value Plan,No,15.0,BRUNEI DARUSSALAM,15.0,6.0,F,52.0,0,4.1367926e-07
Airlines,Online,Basic Plan,No,10.0,CHINA,26.0,9.1,M,32.0,0,0.00042161168
Travel Agency,Offline,Comprehensive Plan,No,49.0,MALAYSIA,29.0,9.57,F,84.0,0,0.00014328623
Airlines,Online,Basic Plan,No,18.0,HONG KONG,26.0,9.1,M,25.0,0,0.0025079073
Airlines,Online,Basic Plan,No,4.0,PHILIPPINES,18.0,6.3,F,54.0,0,0.00031877024
Airlines,Online,Value Plan,No,8.0,BRUNEI DARUSSALAM,15.0,6.0,F,43.0,0,1.2036628e-05
Airlines,Online,Silver Plan,No,9.0,SINGAPORE,31.85,7.96,F,44.0,1,0.08447522
Airlines,Online,Basic Plan,No,58.0,THAILAND,22.0,7.7,M,47.0,0,0.0010526562
Airlines,Online,Basic Plan,No,59.0,PHILIPPINES,33.0,11.55,F,41.0,0,0.0033003227
Airlines,Online,Basic Plan,No,3.0,MALAYSIA,18.0,6.3,F,53.0,0,0.00018129825
Airlines,Online,Basic Plan,No,104.0,THAILAND,18.0,6.3,F,42.0,1,0.017419193
Airlines,Offline,Value Plan,No,3.0,BRUNEI DARUSSALAM,15.0,6.0,M,35.0,0,0.00020681176
Airlines,Online,Bronze Plan,No,9.0,SINGAPORE,35.25,8.81,M,30.0,0,1.4945506e-05
Airlines,Online,Basic Plan,No,13.0,MALAYSIA,33.0,11.55,M,45.0,0,1.3684814e-05
Airlines,Online,Basic Plan,No,34.0,MYANMAR,37.0,12.95,M,31.0,0,1.0120731e-05
Airlines,Online,Value Plan,No,69.0,BRUNEI DARUSSALAM,31.0,12.4,F,17.0,0,1.6276231e-06
Airlines,Online,Value Plan,No,43.0,BRUNEI DARUSSALAM,15.0,6.0,F,81.0,0,1.6610392e-06
Airlines,Online,Annual Silver Plan,Yes,397.0,SINGAPORE,291.75,72.94,F,35.0,1,0.9985362
Airlines,Online,Basic Plan,No,4.0,INDONESIA,18.0,6.3,M,69.0,0,0.00019106077
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,301.0,75.25,F,75.0,0,0.00018753564
Airlines,Online,Basic Plan,No,21.0,HONG KONG,26.0,9.1,M,49.0,0,1.8970575e-05
Airlines,Online,24 Protect,No,4.0,PHILIPPINES,46.16,16.16,M,48.0,0,7.603958e-07
Airlines,Online,Basic Plan,No,10.0,MALAYSIA,22.0,7.7,F,30.0,0,3.0393632e-05
Airlines,Online,Bronze Plan,No,16.0,SINGAPORE,30.55,7.64,M,21.0,1,0.05459159
Airlines,Online,Value Plan,No,27.0,BRUNEI DARUSSALAM,15.0,6.0,M,63.0,0,3.300185e-09
Airlines,Online,Basic Plan,No,8.0,PHILIPPINES,18.0,6.3,F,32.0,0,1.9287036e-05
Airlines,Online,Gold Plan,No,52.0,SINGAPORE,35.1,8.78,M,75.0,0,0.008991732
Airlines,Online,Gold Plan,No,214.0,SINGAPORE,102.0,25.5,M,50.0,0,0.0029312356
Airlines,Online,Basic Plan,No,10.0,HONG KONG,22.0,7.7,M,49.0,0,0.0012550767
Airlines,Online,Basic Plan,No,13.0,MALAYSIA,22.0,7.7,M,61.0,0,0.00017977977
Airlines,Online,Basic Plan,No,14.0,CHINA,40.0,14.0,F,41.0,0,0.00745688
Airlines,Online,Bronze Plan,No,53.0,SINGAPORE,115.7,28.93,M,35.0,1,0.047012907
Airlines,Online,Annual Silver Plan,No,403.0,SINGAPORE,216.75,54.19,M,47.0,1,0.17781
Airlines,Online,Bronze Plan,No,164.0,SINGAPORE,69.55,17.39,M,26.0,1,0.045576453
Airlines,Online,Bronze Plan,No,12.0,SINGAPORE,17.55,4.39,M,43.0,0,0.0005603261
Airlines,Online,Basic Plan,No,22.0,CHINA,44.0,15.4,M,33.0,0,7.6235054e-08
Airlines,Online,Basic Plan,No,68.0,"KOREA, REPUBLIC OF",35.0,12.25,F,39.0,0,3.2928274e-05
Airlines,Online,Basic Plan,No,15.0,CAMBODIA,30.0,10.5,M,57.0,1,0.06551866
Airlines,Online,24 Protect,No,4.0,SINGAPORE,20.5,7.17,F,48.0,0,0.00080049696
Airlines,Online,Value Plan,No,9.0,CHINA,40.0,14.0,F,46.0,1,0.21823782
Airlines,Online,Value Plan,No,22.0,BRUNEI DARUSSALAM,15.0,6.0,M,27.0,0,7.0994126e-08
Airlines,Online,Silver Plan,No,6.0,SINGAPORE,25.9,6.47,F,35.0,1,0.022951014
Airlines,Online,Bronze Plan,No,17.0,SINGAPORE,29.9,7.47,F,51.0,1,0.39853066
Airlines,Online,Basic Plan,No,26.0,THAILAND,30.0,10.5,F,66.0,0,0.004699822
Airlines,Online,Silver Plan,No,34.0,SINGAPORE,64.35,16.09,F,40.0,1,0.9059655
Airlines,Online,Bronze Plan,No,13.0,SINGAPORE,29.5,7.38,F,44.0,1,0.39585686
Airlines,Online,Value Plan,No,4.0,BRUNEI DARUSSALAM,15.0,6.0,M,39.0,0,7.281103e-07
Airlines,Online,Value Plan,No,13.0,INDIA,50.0,20.0,M,118.0,0,3.698205e-05
Airlines,Online,Annual Silver Plan,Yes,365.0,SINGAPORE,252.85,63.21,F,32.0,1,0.99324787
Airlines,Online,Basic Plan,No,21.0,MYANMAR,18.0,6.3,F,26.0,0,0.00013127142
Airlines,Online,Value Plan,No,11.0,BRUNEI DARUSSALAM,31.0,12.4,M,53.0,0,5.9714792e-05
Airlines,Online,Basic Plan,No,63.0,CHINA,40.0,14.0,F,63.0,0,0.00010468513
Airlines,Online,Basic Plan,No,135.0,THAILAND,33.0,11.55,M,50.0,0,0.00020204023
Airlines,Online,Silver Plan,No,23.0,SINGAPORE,53.95,13.49,M,37.0,1,0.093283236
Airlines,Online,Basic Plan,No,9.0,SRI LANKA,26.0,9.1,F,63.0,0,0.00037149928
Airlines,Online,Value Plan,No,12.0,INDIA,31.0,12.4,F,118.0,0,2.7367803e-05
Airlines,Online,Bronze Plan,No,5.0,SINGAPORE,17.55,4.39,F,22.0,0,0.00090812665
Airlines,Online,Basic Plan,No,18.0,THAILAND,18.0,6.3,F,53.0,0,0.008564613
Airlines,Online,Silver Plan,No,9.0,SINGAPORE,37.5,9.38,F,32.0,1,0.03409413
Airlines,Online,Basic Plan,No,23.0,CHINA,22.0,7.7,M,38.0,0,6.961991e-07
Airlines,Online,Basic Plan,No,21.0,MYANMAR,33.0,11.55,M,37.0,0,1.3481806e-06
Airlines,Online,Basic Plan,No,51.0,MALAYSIA,22.0,7.7,M,72.0,0,0.00019842642
Airlines,Online,Bronze Plan,No,18.0,SINGAPORE,17.55,4.39,M,64.0,0,0.006984888
Airlines,Online,24 Protect,No,3.0,SINGAPORE,12.5,4.38,M,48.0,0,0.00010232922
Airlines,Online,Basic Plan,No,6.0,INDONESIA,18.0,6.3,M,47.0,0,5.760285e-05
Airlines,Online,Silver Plan,No,169.0,SINGAPORE,88.9,22.23,M,16.0,0,0.0072750063
Airlines,Online,Value Plan,No,6.0,CHINA,45.0,15.75,M,53.0,0,0.00082417065
Airlines,Online,Basic Plan,No,11.0,PHILIPPINES,18.0,6.3,F,35.0,0,0.00032375116
Airlines,Online,Basic Plan,No,8.0,THAILAND,18.0,6.3,M,55.0,0,4.6657577e-05
Airlines,Online,Basic Plan,No,40.0,PHILIPPINES,37.0,12.95,F,43.0,0,7.524139e-05
Travel Agency,Offline,Comprehensive Plan,No,5.0,MALAYSIA,29.0,9.57,F,118.0,0,0.00027975318
Airlines,Online,Basic Plan,No,25.0,THAILAND,22.0,7.7,F,31.0,0,5.8714257e-05
Airlines,Online,Basic Plan,No,66.0,MALAYSIA,22.0,7.7,F,51.0,0,4.1059913e-05
Airlines,Online,Basic Plan,No,9.0,CHINA,35.0,12.25,M,66.0,1,0.027837297
Airlines,Online,Value Plan,No,25.0,JAPAN,58.0,20.3,M,42.0,0,3.906287e-05
