Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,99.0,"KOREA, REPUBLIC OF",105.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,5.0,FRANCE,39.6,23.76,,31.0
C2B,Airlines,Online,Annual Silver Plan,No,364.0,SINGAPORE,291.75,72.94,F,29.0
JZI,Airlines,Online,Basic Plan,No,56.0,PHILIPPINES,22.0,7.7,F,24.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10.0,INDONESIA,28.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,73.0,THAILAND,20.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,102.0,VIET NAM,20.0,0.0,,36.0
JZI,Airlines,Online,Value Plan,No,109.0,FINLAND,87.0,30.45,M,41.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8.0,THAILAND,43.0,0.0,,49.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11.0,"TAIWAN, PROVINCE OF CHINA",67.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,43.0,THAILAND,10.0,0.0,,23.0
EPX,Travel Agency,Online,Cancellation Plan,No,35.0,MYANMAR,0.0,0.0,,36.0
C2B,Airlines,Online,Annual Gold Plan,No,368.0,SINGAPORE,389.35,97.34,M,44.0
EPX,Travel Agency,Online,Cancellation Plan,No,11.0,INDIA,32.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,2.0,MALAYSIA,18.0,6.3,F,53.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,40.0,ICELAND,118.8,71.28,,61.0
JZI,Airlines,Online,Basic Plan,No,56.0,INDONESIA,0.0,10.5,F,40.0
EPX,Travel Agency,Online,Cancellation Plan,No,16.0,CHINA,38.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,99.0,"KOREA, REPUBLIC OF",37.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9.0,PHILIPPINES,20.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,105.0,JAPAN,36.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7.0,MALAYSIA,38.0,0.0,,48.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8.0,AUSTRALIA,50.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,217.0,AUSTRALIA,89.1,53.46,,40.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,27.0,PORTUGAL,49.5,29.7,,24.0
JZI,Airlines,Online,Basic Plan,No,5.0,THAILAND,22.0,7.7,M,53.0
EPX,Travel Agency,Online,Cancellation Plan,No,4.0,SINGAPORE,10.0,0.0,,34.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,5.0,MALAYSIA,20.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,5.0,UNITED ARAB EMIRATES,36.0,12.6,M,67.0
EPX,Travel Agency,Online,Cancellation Plan,No,58.0,INDONESIA,10.0,0.0,,38.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,67.0,UNITED STATES,118.8,71.28,,43.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,20.0,THAILAND,20.0,0.0,,26.0
CSR,Travel Agency,Offline,Comprehensive Plan,No,35.0,THAILAND,29.0,9.57,M,26.0
JZI,Airlines,Online,Basic Plan,No,8.0,CHINA,22.0,7.7,M,49.0
EPX,Travel Agency,Online,Cancellation Plan,No,6.0,MALAYSIA,10.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,17.0,MALAYSIA,10.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,25.0,CHINA,43.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,15.0,AUSTRALIA,-19.8,11.88,,23.0
EPX,Travel Agency,Online,Cancellation Plan,No,36.0,UNITED STATES,10.0,0.0,,31.0
JWT,Airlines,Online,Value Plan,No,1.0,INDIA,31.0,12.4,M,118.0
EPX,Travel Agency,Online,Cancellation Plan,No,79.0,SINGAPORE,71.0,0.0,,36.0
JWT,Airlines,Online,Value Plan,No,11.0,INDIA,50.0,20.0,F,118.0
EPX,Travel Agency,Online,Cancellation Plan,No,16.0,INDONESIA,13.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,14.0,HONG KONG,13.0,0.0,,67.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,64.0,CHINA,37.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,67.0,GREECE,39.6,23.76,,32.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,139.0,"TAIWAN, PROVINCE OF CHINA",20.0,0.0,,27.0
JWT,Airlines,Online,Value Plan,No,15.0,INDIA,31.0,12.4,M,118.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,45.0,MALAYSIA,29.7,17.82,,31.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,199.0,MALAYSIA,39.6,23.76,,38.0
SSI,Airlines,Online,Ticket Protector,No,59.0,SINGAPORE,10.22,2.87,,48.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5.0,VIET NAM,36.0,0.0,,49.0
SSI,Airlines,Online,Ticket Protector,No,163.0,SINGAPORE,10.04,2.81,,48.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,20.0,AUSTRALIA,89.1,53.46,,42.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10.0,THAILAND,68.0,0.0,,37.0
JZI,Airlines,Online,Basic Plan,No,15.0,MYANMAR,18.0,6.3,M,58.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11.0,SRI LANKA,39.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,14.0,"TAIWAN, PROVINCE OF CHINA",10.0,0.0,,26.0
EPX,Travel Agency,Online,Cancellation Plan,No,166.0,PERU,18.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,45.0,VIET NAM,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,20.0,SINGAPORE,63.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,48.0,THAILAND,23.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,25.0,ITALY,49.0,17.15,M,49.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,40.0,SOUTH AFRICA,39.6,23.76,,31.0
EPX,Travel Agency,Online,Cancellation Plan,No,53.0,HONG KONG,14.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,33.0,INDONESIA,13.0,0.0,,27.0
JZI,Airlines,Online,Basic Plan,No,6.0,THAILAND,22.0,7.7,M,57.0
C2B,Airlines,Online,Bronze Plan,No,32.0,SINGAPORE,94.0,23.5,M,40.0
SSI,Airlines,Online,Ticket Protector,No,227.0,SINGAPORE,11.74,3.29,,48.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,52.0,PHILIPPINES,20.0,0.0,,36.0
C2B,Airlines,Online,Silver Plan,No,23.0,SINGAPORE,108.0,27.0,M,29.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,6.0,DENMARK,-19.8,11.88,,53.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,58.0,INDONESIA,20.0,0.0,,35.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,47.0,THAILAND,20.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,9.0,PORTUGAL,79.2,47.52,,31.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,14.0,VIET NAM,21.0,0.0,,49.0
EPX,Travel Agency,Online,Cancellation Plan,No,3.0,CHINA,15.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,25.0,HONG KONG,20.0,0.0,,22.0
JZI,Airlines,Online,Basic Plan,No,29.0,JAPAN,35.0,12.25,M,40.0
JZI,Airlines,Online,Basic Plan,No,146.0,FIJI,35.0,12.25,M,42.0
EPX,Travel Agency,Online,Cancellation Plan,No,4.0,MALAYSIA,29.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,15.0,PHILIPPINES,20.0,0.0,,40.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,36.0,PHILIPPINES,20.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,28.0,SRI LANKA,39.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,13.0,SINGAPORE,19.0,0.0,,36.0
JZI,Airlines,Online,Value Plan,No,19.0,HONG KONG,58.0,20.3,M,48.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,21.0,CANADA,20.0,0.0,,35.0
EPX,Travel Agency,Online,Cancellation Plan,No,6.0,MALAYSIA,10.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,8.0,SINGAPORE,10.0,0.0,,57.0
JZI,Airlines,Online,Basic Plan,No,8.0,HONG KONG,26.0,9.1,F,51.0
EPX,Travel Agency,Online,Cancellation Plan,No,1.0,THAILAND,10.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,44.0,CHINA,45.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,9.0,AUSTRALIA,49.5,29.7,,65.0
JZI,Airlines,Online,Basic Plan,No,58.0,"KOREA, REPUBLIC OF",40.0,14.0,F,21.0
EPX,Travel Agency,Online,Cancellation Plan,No,186.0,JAPAN,33.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,53.0,LEBANON,22.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,1.0,SINGAPORE,20.0,0.0,,55.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,71.0,UNITED ARAB EMIRATES,87.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,9.0,MALAYSIA,10.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,18.0,HONG KONG,29.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,40.0,MYANMAR,10.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,25.0,MALAYSIA,29.0,0.0,,50.0
EPX,Travel Agency,Online,Cancellation Plan,No,28.0,SINGAPORE,80.0,0.0,,36.0
JWT,Airlines,Online,Value Plan,No,22.0,INDIA,39.0,15.6,M,118.0
EPX,Travel Agency,Online,Cancellation Plan,No,53.0,GERMANY,61.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,10.0,MALAYSIA,10.0,0.0,,36.0
SSI,Airlines,Online,Ticket Protector,No,19.0,SINGAPORE,0.77,0.22,,48.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,92.0,UNITED KINGDOM,79.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,70.0,MACAO,23.0,0.0,,57.0
EPX,Travel Agency,Online,Cancellation Plan,No,23.0,CHINA,23.0,0.0,,36.0
SSI,Airlines,Online,Ticket Protector,No,163.0,SINGAPORE,7.21,2.02,,48.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2.0,MALAYSIA,21.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5.0,CHINA,74.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,3.0,UNITED STATES,15.0,0.0,,47.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,41.0,UNITED STATES,78.0,0.0,,37.0
EPX,Travel Agency,Online,Cancellation Plan,No,12.0,MYANMAR,19.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8.0,VIET NAM,51.0,0.0,,41.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,20.0,HONG KONG,20.0,0.0,,42.0
SSI,Airlines,Online,Ticket Protector,No,2.0,SINGAPORE,14.35,4.02,,48.0
EPX,Travel Agency,Online,Cancellation Plan,No,5.0,CAMBODIA,33.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,7.0,AUSTRALIA,26.0,0.0,,36.0
JZI,Airlines,Online,Value Plan,No,31.0,UNITED KINGDOM,67.0,23.45,M,55.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,156.0,PHILIPPINES,20.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,14.0,THAILAND,39.6,23.76,,42.0
EPX,Travel Agency,Online,Cancellation Plan,No,61.0,CZECH REPUBLIC,55.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,182.0,CHINA,23.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,33.0,CHINA,69.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,35.0,THAILAND,22.0,7.7,M,74.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,4.0,SINGAPORE,9.9,5.94,,50.0
EPX,Travel Agency,Online,Cancellation Plan,No,12.0,INDIA,29.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,72.0,"KOREA, REPUBLIC OF",39.6,23.76,,35.0
EPX,Travel Agency,Online,Cancellation Plan,No,168.0,CHINA,23.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,28.0,AUSTRALIA,49.5,29.7,,31.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18.0,THAILAND,31.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,279.0,NAMIBIA,80.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,156.0,MALAYSIA,19.8,11.88,,50.0
EPX,Travel Agency,Online,Cancellation Plan,No,64.0,MALAYSIA,10.0,0.0,,26.0
EPX,Travel Agency,Online,Cancellation Plan,No,11.0,MALDIVES,79.0,0.0,,36.0
ART,Airlines,Online,Value Plan,No,43.0,UNITED STATES,64.0,22.4,,48.0
JZI,Airlines,Online,Basic Plan,No,39.0,"TAIWAN, PROVINCE OF CHINA",22.0,7.7,F,28.0
EPX,Travel Agency,Online,Cancellation Plan,No,66.0,SWITZERLAND,40.0,0.0,,30.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,73.0,FRANCE,39.6,23.76,,57.0
RAB,Airlines,Online,Value Plan,No,33.0,BRUNEI DARUSSALAM,23.0,9.2,,34.0
EPX,Travel Agency,Online,Cancellation Plan,No,51.0,GERMANY,60.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,7.0,INDIA,30.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,99.0,CROATIA,39.6,23.76,,25.0
EPX,Travel Agency,Online,Cancellation Plan,No,31.0,TURKEY,54.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,13.0,"TAIWAN, PROVINCE OF CHINA",34.0,0.0,,36.0
C2B,Airlines,Online,Bronze Plan,No,26.0,SINGAPORE,30.55,7.64,F,24.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,34.0,UNITED STATES,69.3,41.58,,59.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,3.0,CAMBODIA,53.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,70.0,"KOREA, REPUBLIC OF",43.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,24.0,AUSTRALIA,39.6,23.76,,31.0
C2B,Airlines,Online,Silver Plan,No,6.0,SINGAPORE,30.0,7.5,M,32.0
JZI,Airlines,Online,Basic Plan,No,3.0,INDONESIA,18.0,6.3,F,28.0
JZI,Airlines,Online,Basic Plan,No,266.0,PHILIPPINES,37.0,12.95,F,32.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,23.0,MALAYSIA,29.7,17.82,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,4.0,HONG KONG,20.0,0.0,,49.0
EPX,Travel Agency,Online,Cancellation Plan,No,18.0,UNITED STATES,10.0,0.0,,34.0
EPX,Travel Agency,Online,Cancellation Plan,No,14.0,UNITED KINGDOM,21.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,1.0,CHINA,18.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,75.0,UNITED STATES,14.0,0.0,,29.0
CCR,Travel Agency,Offline,Comprehensive Plan,No,45.0,THAILAND,29.0,9.57,M,21.0
EPX,Travel Agency,Online,Cancellation Plan,No,5.0,AUSTRALIA,16.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,96.0,UNITED STATES,85.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,39.0,"KOREA, REPUBLIC OF",61.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,63.0,UNITED STATES,29.7,17.82,,32.0
EPX,Travel Agency,Online,Cancellation Plan,No,25.0,SINGAPORE,10.0,0.0,,38.0
C2B,Airlines,Online,Bronze Plan,No,180.0,SINGAPORE,443.3,110.83,M,83.0
SSI,Airlines,Online,Ticket Protector,No,5.0,SINGAPORE,2.12,0.59,,48.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,6.0,"KOREA, REPUBLIC OF",39.6,23.76,,44.0
EPX,Travel Agency,Online,Cancellation Plan,No,5.0,HONG KONG,21.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,28.0,UNITED STATES,27.0,0.0,,34.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5.0,SINGAPORE,58.0,0.0,,55.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,12.0,UNITED STATES,112.0,0.0,,33.0
EPX,Travel Agency,Online,Cancellation Plan,No,4.0,IRELAND,12.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,68.0,UNITED KINGDOM,11.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,19.0,MALAYSIA,29.7,17.82,,41.0
SSI,Airlines,Online,Ticket Protector,No,161.0,SINGAPORE,8.63,2.42,,48.0
JZI,Airlines,Online,Basic Plan,No,4.0,MYANMAR,18.0,6.3,F,57.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,9.0,ICELAND,79.2,47.52,,31.0
JZI,Airlines,Online,Basic Plan,No,20.0,THAILAND,30.0,10.5,M,63.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,93.0,ITALY,29.7,17.82,,31.0
JZI,Airlines,Online,Basic Plan,No,17.0,AUSTRALIA,35.0,12.25,M,58.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9.0,MALAYSIA,20.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10.0,"TAIWAN, PROVINCE OF CHINA",30.0,0.0,,33.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,66.0,THAILAND,51.0,0.0,,36.0
SSI,Airlines,Online,Ticket Protector,No,101.0,SINGAPORE,3.65,1.02,,48.0
JZI,Airlines,Online,Basic Plan,No,2.0,PHILIPPINES,18.0,6.3,F,47.0
JZI,Airlines,Online,Basic Plan,No,8.0,CHINA,26.0,9.1,F,37.0
EPX,Travel Agency,Online,Cancellation Plan,No,16.0,THAILAND,16.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,27.0,FRANCE,80.0,0.0,,36.0
C2B,Airlines,Online,Annual Silver Plan,No,368.0,SINGAPORE,252.85,63.21,M,48.0
JZI,Airlines,Online,Value Plan,No,82.0,CANADA,96.0,33.6,M,37.0
EPX,Travel Agency,Online,Cancellation Plan,No,2.0,MEXICO,18.0,0.0,,20.0
EPX,Travel Agency,Online,Cancellation Plan,No,5.0,SINGAPORE,13.0,0.0,,59.0
EPX,Travel Agency,Online,Cancellation Plan,No,35.0,SINGAPORE,52.0,0.0,,25.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10.0,MALAYSIA,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,82.0,CANADA,17.0,0.0,,33.0
JZI,Airlines,Online,Value Plan,No,5.0,"KOREA, REPUBLIC OF",36.0,12.6,M,30.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,4.0,MALAYSIA,20.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,6.0,UNITED STATES,19.8,11.88,,31.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,13.0,JAPAN,20.0,0.0,,28.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,97.0,"KOREA, REPUBLIC OF",49.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,11.0,"TAIWAN, PROVINCE OF CHINA",22.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18.0,"TAIWAN, PROVINCE OF CHINA",21.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,40.0,SINGAPORE,22.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,29.0,PHILIPPINES,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,5.0,CHINA,14.0,0.0,,29.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,56.0,INDONESIA,26.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,32.0,CANADA,19.8,11.88,,31.0
JZI,Airlines,Online,Basic Plan,No,82.0,HONG KONG,56.0,19.6,F,55.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10.0,MALAYSIA,20.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,82.0,INDONESIA,20.0,0.0,,42.0
JZI,Airlines,Online,Basic Plan,No,95.0,INDONESIA,104.0,36.4,F,48.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,4.0,VIET NAM,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,9.0,THAILAND,48.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,90.0,THAILAND,89.1,53.46,,59.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,11.0,AUSTRALIA,49.5,29.7,,62.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,62.0,HONG KONG,31.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,2.0,INDONESIA,10.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,7.0,THAILAND,11.0,0.0,,44.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,36.0,THAILAND,20.0,0.0,,54.0
EPX,Travel Agency,Online,Cancellation Plan,No,7.0,MALAYSIA,10.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7.0,UNITED STATES,112.0,0.0,,35.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,6.0,NETHERLANDS,49.5,29.7,,65.0
JZI,Airlines,Online,Value Plan,No,24.0,UNITED STATES,0.0,42.35,M,51.0
EPX,Travel Agency,Online,Cancellation Plan,No,2.0,CHINA,49.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,230.0,MALAYSIA,39.0,0.0,,27.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,44.0,UNITED STATES,39.6,23.76,,49.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,37.0,"TAIWAN, PROVINCE OF CHINA",85.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,9.0,UNITED STATES,14.0,0.0,,63.0
EPX,Travel Agency,Online,Cancellation Plan,No,7.0,SINGAPORE,18.0,0.0,,36.0
CSR,Travel Agency,Offline,Comprehensive Plan,No,19.0,THAILAND,29.0,9.57,F,61.0
EPX,Travel Agency,Online,Cancellation Plan,No,4.0,VIET NAM,12.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,116.0,ITALY,66.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,92.0,CHINA,155.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8.0,THAILAND,20.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,9.0,THAILAND,0.0,23.76,,53.0
C2B,Airlines,Online,Annual Silver Plan,No,426.0,SINGAPORE,252.85,63.21,M,50.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,29.0,THAILAND,59.4,35.64,,27.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,2.0,MALAYSIA,31.0,0.0,,25.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9.0,INDIA,54.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2.0,SINGAPORE,20.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,20.0,"KOREA, REPUBLIC OF",82.0,0.0,,37.0
EPX,Travel Agency,Online,Cancellation Plan,No,53.0,HONG KONG,19.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,62.0,GERMANY,11.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,23.0,VIET NAM,43.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,1.0,KUWAIT,20.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,47.0,THAILAND,20.0,0.0,,46.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,85.0,PHILIPPINES,20.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,92.0,AUSTRALIA,69.3,41.58,,39.0
EPX,Travel Agency,Online,Cancellation Plan,No,1.0,SINGAPORE,11.0,0.0,,50.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,66.0,AUSTRALIA,39.6,23.76,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,1.0,THAILAND,20.0,0.0,,40.0
KML,Travel Agency,Online,Value Plan,No,8.0,INDONESIA,22.0,8.36,M,48.0
EPX,Travel Agency,Online,Cancellation Plan,No,37.0,ITALY,56.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,173.0,MALAYSIA,10.0,0.0,,32.0
C2B,Airlines,Online,Silver Plan,No,23.0,SINGAPORE,50.25,12.56,F,41.0
EPX,Travel Agency,Online,Cancellation Plan,No,28.0,CHINA,14.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,16.0,CHINA,26.0,9.1,M,48.0
EPX,Travel Agency,Online,Cancellation Plan,No,43.0,CHINA,39.0,0.0,,36.0
C2B,Airlines,Online,Bronze Plan,No,13.0,SINGAPORE,44.25,11.06,M,35.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,14.0,CHINA,23.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,21.0,CHINA,27.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,17.0,HONG KONG,35.0,12.25,M,62.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,12.0,"KOREA, REPUBLIC OF",22.0,0.0,,36.0
RAB,Airlines,Online,Value Plan,No,16.0,BRUNEI DARUSSALAM,15.0,6.0,M,33.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11.0,VIET NAM,27.0,0.0,,36.0
